Symbol,Name,Sector,Industry,52high,52low,변동률(%),Sector2
A306620,네온테크,특수 목적용 기계 제조업,기업인수합병,6140,2450,150.6122449,기계
A153460,네이블,소프트웨어 개발 및 공급업,"유무선융합 인프라, 클라이언트 및 All-IP 통신보안",9670,6750,43.25925926,IT
A007390,네이처셀,기초 의약물질 및 생물학적 제제 제조업,닥터쥬크르,27250,14450,88.58131488,의료/의약
A033640,네패스,반도체 제조업,반도체및TFT-LCD용현상액,39000,17600,121.5909091,전기/전자
A330860,네패스아크,"그외 기타 전문, 과학 및 기술 서비스업",반도체 테스트 서비스,53400,22000,142.7272727,전기/전자
A005720,넥센,고무제품 제조업,"자동차용 재생타이어튜브,솔리드타이어,고무부품,골프볼,와이어로프소재,특수강선,열처리도금선,건자재 제조,판매,수출입",5060,3335,51.72413793,제조
A005725,넥센우,고무제품 제조업,"자동차용 재생타이어튜브,솔리드타이어,고무부품,골프볼,와이어로프소재,특수강선,열처리도금선,건자재 제조,판매,수출입",4705,2825,66.54867257,제조
A002350,넥센타이어,고무제품 제조업,"타이어,후랩,고무제타이어(승용자동차용,래디알구조) 제조",8220,5210,57.77351248,제조
A089140,넥스턴바이오,특수 목적용 기계 제조업,CNC자동선반,8160,1825,347.1232877,기계
A137940,넥스트아이,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","LCD 편광필름 검사장비, BLU 검사장비 등",1745,529,229.8676749,제조
A348210,넥스틴,특수 목적용 기계 제조업,반도체 전공정용 패턴결함 검사장비(AEGIS 등),75300,45500,65.49450549,기계
A225570,넥슨게임즈,소프트웨어 개발 및 공급업,기업인수합병,28700,13050,119.9233716,IT
A217270,넵튠,소프트웨어 개발 및 공급업,모바일게임,34500,10500,228.5714286,IT
A251270,넷마블,소프트웨어 개발 및 공급업,온라인·모바일 게임 소프트웨어 개발 및 공급,135000,54500,147.706422,IT
A104620,노랑풍선,여행사 및 기타 여행보조 서비스업,"국내외여행 알선, 항공권 판매",19100,6560,191.1585366,서비스/오락/문화
A090350,노루페인트,기타 화학제품 제조업,페인트 제조,14900,7760,92.01030928,화학
A090355,노루페인트우,기타 화학제품 제조업,페인트 제조,26650,13550,96.67896679,화학
A000320,노루홀딩스,기타 금융업,지주사업,15250,9810,55.45361876,금융업
A000325,노루홀딩스우,기타 금융업,지주사업,74000,19550,278.516624,금융업
A194700,노바렉스,기타 식품 제조업,건강기능식품 제조,22433,11950,87.72384937,제조
A285490,노바텍,그외 기타 제품 제조업,"Magnet, Shield Magnet, 심재",42950,20850,105.9952038,제조
A106520,노블엠앤비,사진장비 및 광학기기 제조업,휴대폰 및 차량용 카메라렌즈,6360,2375,167.7894737,제조
A376930,노을,의료용 기기 제조업,융복합 체외진단 플랫폼,9950,5180,92.08494208,의료/의약
A278650,노터스,자연과학 및 공학 연구개발업,비임상실험 유효성(약리)평가,37050,2525,1367.326733,의료/의약
A006280,녹십자,의약품 제조업,"알부민외 제조,판매",332500,122500,171.4285714,의료/의약
A142280,녹십자엠에스,의료용품 및 기타 의약 관련제품 제조업,"혈액백, 진단시약, 혈액투석액",12500,5310,135.4048964,의료/의약
A234690,녹십자웰빙,의약품 제조업,"전문의약품, 건강기능식품",12700,6700,89.55223881,의료/의약
A005250,녹십자홀딩스,회사 본부 및 경영 컨설팅 서비스업,"알부민,유로키나제,간염백신,유행성출혈열백신 제조",31950,15200,110.1973684,서비스/오락/문화
A005257,녹십자홀딩스2우,회사 본부 및 경영 컨설팅 서비스업,"알부민,유로키나제,간염백신,유행성출혈열백신 제조",100000,35650,180.5049088,서비스/오락/문화
A004370,농심,기타 식품 제조업,"라면,스낵,유지 제조,도매,수출입",341500,264500,29.11153119,제조
A072710,농심홀딩스,기타 금융업,"지주회사,투자자문,경영컨설팅 서비스",78600,65100,20.73732719,금융업
A054050,농우바이오,작물 재배업,"고추, 수박, 참외(메론), 오이, 호박, 무, 배추 등",13450,8810,52.66742338,유통
A069140,누리플랜,"구조용 금속제품, 탱크 및 증기발생기 제조업","경관조명, 경관시설",8710,4400,97.95454545,철강
A040160,누리플렉스,소프트웨어 개발 및 공급업,"지능형검침인프라(AMI),에너지관리시스템, 플랫폼 SW",9430,5150,83.10679612,IT
A332290,누보,"비료, 농약 및 살균, 살충제 제조업",기업 인수 및 합병,4290,1910,124.6073298,제조
A060260,뉴보텍,플라스틱제품 제조업,"고강성 PVC DC, HDPE 등",1530,886,72.68623025,제조
A012340,뉴인텍,전자부품 제조업,콘덴서,4860,2775,75.13513514,전기/전자
A214870,뉴지랩파마,기계장비 및 관련 물품 도매업,CCTV 카메라,14650,8260,77.36077482,기계
A270870,뉴트리,기타 식품 제조업,"에버콜라겐, 지노마스터 등",30250,8650,249.7109827,제조
A144960,뉴파워프라즈마,특수 목적용 기계 제조업,플라즈마 세정기(Remote Plasma Cleaning Generator),8850,3640,143.1318681,기계
A085670,뉴프렉스,전자부품 제조업,연성인쇄회로기판,9530,2765,244.6654611,전기/전자
A119860,다나와,소프트웨어 개발 및 공급업,"인터넷쇼핑몰 가격비교서비스, 온라인광고",31750,15400,106.1688312,IT
A064260,다날,소프트웨어 개발 및 공급업,모바일콘텐츠 및 유무선전화결제,17200,5440,216.1764706,IT
A093640,다믈멀티미디어,반도체 제조업,멀티미디어반도체,5900,3405,73.27459618,전기/전자
A340360,다보링크,통신 및 방송 장비 제조업,"AP, APController 외",2930,923,217.4431203,방송/통신
A039560,다산네트웍스,통신 및 방송 장비 제조업,네트워크 통신장비,8140,4035,101.7348203,방송/통신
A058730,다스코,"구조용 금속제품, 탱크 및 증기발생기 제조업","데크플레이트,도로안전시설물(가드레일,강재방호책),건축용단열재보드(경질우레탄보드),신재생에너지사업",8050,4620,74.24242424,철강
A298870,다올인베스트먼트,기타 금융업,"창업투자금융, 벤처기업투자 등",5530,2345,135.8208955,금융업
A030210,다올투자증권,금융 지원 서비스업,"금융업, 서비스, 부동산",6730,3800,77.10526316,금융업
A023590,다우기술,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","인터넷솔루션 개발,도매,IT컨설팅,시스템 설계,자문,인터넷관련서비스/부동산분양,개발,임대",24750,16950,46.01769912,서비스/오락/문화
A032190,다우데이타,기계장비 및 관련 물품 도매업,"Autodesk 제품군 및 보안, 백신 소프트웨어 등",15500,9840,57.5203252,기계
A068240,다원시스,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","핵융합 전원장치, 플라즈마 전원장치, 태양광 CVD 전원장치, 산업용 특수정류기",34158,18000,89.76666667,전기/전자
A145210,다이나믹디자인,특수 목적용 기계 제조업,"타이어 금형, 타이어 제조설비",19736,3510,462.2792023,기계
A019680,대교,초등 교육기관,"학습지,참고서 출판/건설업/종합유선방송 프로그램공급,디지털학원",4490,2510,78.88446215,서비스/오락/문화
A019685,대교우B,초등 교육기관,"학습지,참고서 출판/건설업/종합유선방송 프로그램공급,디지털학원",3545,1775,99.71830986,서비스/오락/문화
A006370,대구백화점,종합 소매업,"백화점운영,임대사업(백화점 코너)",12500,9020,38.58093126,서비스/오락/문화
A008060,대덕,기타 금융업,"산업용 인쇄회로기판,다층 인쇄회로기판,빌드업기판,반도체패키지기판,메모리모듈기판 제조",8270,6070,36.24382208,금융업
A353200,대덕전자,전자부품 제조업,"PCB(Printed Circuit Board, 인쇄회로기판)의 제조 및 판매",33500,15400,117.5324675,전기/전자
A35320K,대덕전자1우,전자부품 제조업,"PCB(Printed Circuit Board, 인쇄회로기판)의 제조 및 판매",17500,9510,84.0168244,전기/전자
A000490,대동,특수 목적용 기계 제조업,"경운기,트랙터,이앙기,바인더,수확기(콤바인),농업용엔진 및 부품 제조,판매",18150,8990,101.89099,기계
A020400,대동금속,금속 주조업,"농기계 주문제품 및 상용차 실린더 헤드, 경승용차 실린더 브록 외",14200,8320,70.67307692,기계
A008830,대동기어,특수 목적용 기계 제조업,"기어, 베벨기어, 축, 엑셀, T/M, 유성감속기, 기타조립품",12550,5370,133.7057728,기계
A048470,대동스틸,1차 철강 제조업,"열연박판, 후판, 무늬강판 외",8210,4400,86.59090909,철강
A008110,대동전자,통신 및 방송 장비 제조업,"통신음향,전자기계기구용 플라스틱제품 제조,도매",18750,5730,227.2251309,방송/통신
A004780,대륙제관,기타 금속 가공제품 제조업,휴대용부탄가스 및 금속포장용기,6090,4090,48.8997555,제조
A005750,대림B&Co,"내화, 비내화 요업제품 제조업","위생도기,내장타일,조립식욕실제품 제조,판매/부동산 임대",8350,3950,111.3924051,제조
A017650,대림제지,기타 종이 및 판지 제품 제조업,골판지원지,12250,7740,58.26873385,제조
A007720,대명소노시즌,상품 종합 도매업,기업소모성자재 구매대행업,1585,713,122.3001403,유통
A389260,대명에너지,건물 건설업,신재생에너지 발전 공사 및 용역,35100,12550,179.6812749,건설업
A317850,대모,특수 목적용 기계 제조업,"유압브레이커, 특수장비/부품, 퀵커플러 등",12700,4580,177.2925764,기계
A290670,대보마그네틱,기타 전기장비 제조업,"전자석탈철기, 자력선별기",71300,28500,150.1754386,전기/전자
A078140,대봉엘에스,의약품 제조업,"원료의약품,화장품원료",10650,6940,53.45821326,의료/의약
A001680,대상,기타 식품 제조업,"전분,라이신,물엿,과당,포도당,MSG및 사료,조미료,항생제,핵산,커피 제조,도매/토목공사,건축공사",26050,19700,32.23350254,제조
A001685,대상우,기타 식품 제조업,"전분,라이신,물엿,과당,포도당,MSG및 사료,조미료,항생제,핵산,커피 제조,도매/토목공사,건축공사",15650,15000,4.333333333,제조
A084690,대상홀딩스,기타 금융업,지주회사,11350,7330,54.8431105,금융업
A084695,대상홀딩스우,기타 금융업,지주회사,20400,8430,141.9928826,금융업
A036480,대성미생물,의약품 제조업,"동물용 의약품, 미생물제재",16700,10100,65.34653465,의료/의약
A128820,대성산업,연료 소매업,"주요소운영,기계판매 등",7120,3910,82.0971867,서비스/오락/문화
A117580,대성에너지,연료용 가스 제조 및 배관공급업,천연가스,17900,7360,143.2065217,전기/전자
A025440,대성엘텍,영상 및 음향기기 제조업,카멀티미디어 및 TFT-LCD 부품제조..,1060,670,58.20895522,제조
A027830,대성창투,신탁업 및 집합투자업,투자서비스,4790,2385,100.8385744,금융업
A104040,대성파인텍,자동차 신품 부품 제조업,"자동차부품(시트,도어) 제조",2920,1460,100,제조
A016710,대성홀딩스,회사 본부 및 경영 컨설팅 서비스업,"도시가스,일반가스 공급/가스기기,차량용 연료 판매/해외자원개발,부동산 임대",91100,40550,124.6609125,서비스/오락/문화
Q510017,대신 2X 철광석 선물 ETN(H),ETN,ETN,23765,6260,279.6325879,혼합
Q510015,대신 밀 선물 ETN(H),ETN,ETN,22500,10015,124.6630055,혼합
Q510014,대신 알루미늄 선물 ETN(H),ETN,ETN,17650,8510,107.4030552,혼합
Q510019,대신 인버스 천연가스 선물 ETN(H),ETN,ETN,10085,2255,347.2283814,혼합
A387310,대신밸런스제10호스팩,금융 지원 서비스업,금융 지원 서비스업,2485,2095,18.61575179,금융업
A397500,대신밸런스제11호스팩,금융 지원 서비스업,금융 지원 서비스업,2680,2070,29.46859903,금융업
A020180,대신정보통신,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","디지털서비스, SI서비스, 산업용 PDA",2225,999,122.7227227,IT
A003540,대신증권,금융 지원 서비스업,"유가증권 위탁매매,인수주선,자기매매 기타 금융서비스",21450,14150,51.59010601,금융업
A003547,대신증권2우B,금융 지원 서비스업,"유가증권 위탁매매,인수주선,자기매매 기타 금융서비스",18950,12250,54.69387755,금융업
A003545,대신증권우,금융 지원 서비스업,"유가증권 위탁매매,인수주선,자기매매 기타 금융서비스",19500,12800,52.34375,금융업
A045390,대아티아이,기타 전기장비 제조업,"EDMS(Enterprise Document Management System)-전사적문서관리시스템,KMS-지식경영시스템",6960,2820,146.8085106,전기/전자
A009190,대양금속,1차 철강 제조업,스테인레스 냉연강판 제조,5670,3330,70.27027027,철강
A108380,대양전기공업,선박 및 보트 건조업,"해상용 조명등기구, (함정용)전자시스템, 배전반류 등",17700,11100,59.45945946,운송/운수
A014160,대영포장,"골판지, 종이 상자 및 종이용기 제조업","골판지원단,골판지상자 제조",3055,1335,128.8389513,제조
A047040,대우건설,건물 건설업,"아파트건설,토목공사,건축공사,포장공사,전기공사,무역/중장비 대여",7320,4270,71.42857143,건설업
A009320,대우부품,자동차 신품 부품 제조업,"전해콘덴서,복합부품,전자튜너 제조",3420,1670,104.7904192,제조
A042660,대우조선해양,선박 및 보트 건조업,선박 제조,28150,18350,53.40599455,운송/운수
A003090,대웅,의약품 제조업,"지주회사/의약품,화공약품,농예약품,위생용품,의료용구,식품,전기전자기구,부품 제조,판매",33850,20150,67.99007444,의료/의약
A069620,대웅제약,의약품 제조업,"양약,의료기기 제조/화장품,의약부의품 도소매/부동산 임대",192500,127000,51.57480315,의료/의약
A007680,대원,건물 건설업,아파트 시행 및 시공,10550,7230,45.9197787,건설업
A000430,대원강업,자동차 신품 부품 제조업,"차량용스프링,기계부속,시트,타이어체인,합성수지제품,철도용스파이크 제조,도매",4650,2640,76.13636364,제조
A048910,대원미디어,기타 전문 도매업,"캐릭터 사업, 만화영화 제작",48500,10450,364.1148325,유통
A005710,대원산업,자동차 신품 부품 제조업,자동차시트,7160,4905,45.97349643,제조
A006340,대원전선,절연선 및 케이블 제조업,"전선,통신케이블,무선통신장비,합성수지 제조,도매/부동산 매매,임대",2340,1190,96.63865546,전기/전자
A006345,대원전선우,절연선 및 케이블 제조업,"전선,통신케이블,무선통신장비,합성수지 제조,도매/부동산 매매,임대",4410,2300,91.73913043,전기/전자
A003220,대원제약,의약품 제조업,"의약품(해열소염진통제,진해거담제,동맥경화용제,혈압강하제 등), 건강기능식품(프로바이오틱스 등)",20548,13536,51.80260047,의료/의약
A024890,대원화성,플라스틱제품 제조업,"합성피혁,벽지,DMF(폐용수)정제,방수투습원단,화공약 임가공,제조,도매,수출입",6410,2200,191.3636364,제조
A290380,대유,"비료, 농약 및 살균, 살충제 제조업","4종복합비료, 농약",7907,3455,128.8567294,제조
A002880,대유에이텍,자동차 신품 부품 제조업,자동차부품(자동차용 시트)제조,2190,660,231.8181818,제조
A290120,대유에이피,자동차 신품 부품 제조업,자동차 스티어링휠,7190,4915,46.28687691,제조
A000300,대유플러스,통신 및 방송 장비 제조업,"유,무선 통신장비",1655,787,110.292249,방송/통신
A120240,대정화금,기초 화학물질 제조업,"시약, 원료의약품",26100,15150,72.27722772,화학
A003310,대주산업,동물용 사료 및 조제식품 제조업,배합사료,5620,1610,249.068323,제조
A078600,대주전자재료,전자부품 제조업,"전도성페이스트,태양전지 페이스트,고분자재료,PIG,이차전지용음극재료",125600,62300,101.6051364,전기/전자
A012800,대창,1차 비철금속 제조업,"황동봉,동합금괴 제조,판매",2325,1260,84.52380952,제조
A015230,대창단조,자동차 신품 부품 제조업,"자동차,중장비 부품(크랭크샤프트,트랙링크조립체,커넥팅로드,중장비롤러류),기어,동력전달장치,단조가공품,단조품 제조",6650,3565,86.53576438,제조
A096350,대창솔루션,"구조용 금속제품, 탱크 및 증기발생기 제조업",내연기관구조재(선박엔진용MBS),602,308,95.45454545,철강
A140520,대창스틸,1차 철강 제조업,"냉연강판, 이중바닥재",4475,2820,58.68794326,철강
A131220,대한과학,기계장비 및 관련 물품 도매업,"의료, 정밀 및 연구실험기기 제조 및 유통",11850,6150,92.68292683,기계
A010170,대한광통신,절연선 및 케이블 제조업,광섬유,3610,1930,87.04663212,전기/전자
A060900,대한그린파워,전기업,바이오 연료 및 혼합물 제조업,1450,680,113.2352941,전기/전자
A054670,대한뉴팜,의약품 제조업,"동물약품,인체약품",13600,8560,58.87850467,의료/의약
A023910,대한약품,의약품 제조업,수액제,31550,24800,27.21774194,의료/의약
A006650,대한유화,기초 화학물질 제조업,"폴리프로필렌,고밀도폴리에틸렌,나프타분해유분,올레핀류,혼합C4류,분해가솔린 제조",233500,107000,118.2242991,화학
A001440,대한전선,절연선 및 케이블 제조업,"전력선,통신케이블,적산계기,스텐레스압연제품,광케이블,초고압선,알루미늄 제조,도매/전기공사",2332,1380,68.98550725,전기/전자
A084010,대한제강,1차 철강 제조업,"제강,철재,철근,환봉,마환봉,빌레트 제조",25850,12800,101.953125,철강
A001790,대한제당,"곡물가공품, 전분 및 전분제품 제조업","제당,가축용 배합사료,설탕,기능성감미료(자일로올리고당),외식산 제조,도소매/부동산 임대",5360,2670,100.7490637,제조
A001795,대한제당우,"곡물가공품, 전분 및 전분제품 제조업","제당,가축용 배합사료,설탕,기능성감미료(자일로올리고당),외식산 제조,도소매/부동산 임대",6760,2360,186.440678,제조
A001130,대한제분,"곡물가공품, 전분 및 전분제품 제조업","소맥분,토코밀,프리믹스,밀가루조제품,제분부산물 제조/파스타 수입,판매",194000,130500,48.65900383,제조
A003490,대한항공,항공 여객 운송업,"여객운송,화물운송,항공기 제조,판매,정비수리/기내식 제조판매,면세품 판매",33700,22650,48.78587196,운송/운수
A003495,대한항공우,항공 여객 운송업,"여객운송,화물운송,항공기 제조,판매,정비수리/기내식 제조판매,면세품 판매",46450,26550,74.95291902,운송/운수
A005880,대한해운,해상 운송업,"외항화물운송,국제해운대리점",3205,2045,56.72371638,운송/운수
A016090,대현,봉제의복 제조업,"여성의류 및 악세사리류 제조,도매,유통(백화점)",3185,1915,66.31853786,제조
A069460,대호에이엘,1차 비철금속 제조업,"알루미늄 환절판 제조,도매,무역",4105,1595,157.3667712,제조
A021040,대호특수강,1차 철강 제조업,냉간압조용선재,938,575,63.13043478,철강
A067080,대화제약,의약품 제조업,"후로스판, 세파메칠 등",11100,6000,85,의료/의약
A298540,더네이쳐홀딩스,의복 액세서리 제조업,"의류, 여행용 가방 및 잡화류",37700,25900,45.55984556,제조
A192080,더블유게임즈,소프트웨어 개발 및 공급업,온라인 게임,73400,36600,100.5464481,IT
A012510,더존비즈온,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",응용 소프트웨어 개발 및 공급업,100000,30300,230.0330033,IT
A213420,덕산네오룩스,전자부품 제조업,"HTL(정공수송층), HIL(정공주입층), RED HOST",65000,29300,121.8430034,전기/전자
A317330,덕산테코피아,기타 화학제품 제조업,"OLED 소재, 반도체 소재",35350,14500,143.7931034,화학
A077360,덕산하이메탈,반도체 제조업,솔더볼(Solderball),10275,6110,68.16693944,전기/전자
A004830,덕성,플라스틱제품 제조업,"플라스틱레쟈,합성수지,합성피혁 제조,도매",24250,4505,438.290788,제조
A004835,덕성우,플라스틱제품 제조업,"플라스틱레쟈,합성수지,합성피혁 제조,도매",32050,6060,428.8778878,제조
A090410,덕신하우징,"구조용 금속제품, 탱크 및 증기발생기 제조업",일체형 데크플레이트 등,3095,1725,79.42028986,철강
A024900,덕양산업,자동차 신품 부품 제조업,"자동차부품(CRASH PAD,TRIM PANEL) 제조,판매",3850,2165,77.82909931,제조
A263600,덕우전자,전자부품 제조업,카메라 모듈 부품,10200,5680,79.57746479,전기/전자
A194480,데브시스터즈,소프트웨어 개발 및 공급업,모바일 게임,187500,35800,423.7430168,IT
A263800,데이타솔루션,기계장비 및 관련 물품 도매업,"EMC스토리지, SPSS, SI",9290,4245,118.8457008,기계
A206560,덱스터,"영화, 비디오물, 방송프로그램 제작 및 배급업","시각효과(Visual Effect, VFX)",47600,11150,326.9058296,방송/통신
A261200,덴티스,의료용 기기 제조업,임플란트외,10700,7200,48.61111111,의료/의약
A145720,덴티움,의료용 기기 제조업,치과용 기기 제조업,103500,53600,93.09701493,의료/의약
A067990,도이치모터스,자동차 판매업,수입자동차,12150,6150,97.56097561,서비스/오락/문화
A002150,도화엔지니어링,"건축기술, 엔지니어링 및 관련 기술 서비스업","토목설계,건축설계,종합감리전문업,종합기술용역,엔지니어링",12000,7160,67.59776536,건설업
A006620,동구바이오제약,의약품 제조업,"피부, 비뇨기과 완제의약품",8950,5450,64.22018349,의료/의약
A100130,동국S&C,"구조용 금속제품, 탱크 및 증기발생기 제조업",Wind-Tower,7370,4570,61.26914661,철강
A005160,동국산업,1차 철강 제조업,"철강무역,강판제품제조",5870,2705,117.0055453,철강
A075970,동국알앤에스,기타 비금속 광물제품 제조업,내화물,6550,3255,101.2288786,제조
A001230,동국제강,1차 철강 제조업,"후판,철근,강판,형강,앵글,찬넬,평철 제조,판매",19950,11950,66.94560669,철강
A086450,동국제약,의약품 제조업,"인사돌, 복합마데카솔, 파미레이",23300,16400,42.07317073,의료/의약
A004140,동방,기타 운송관련 서비스업,"육상운송,해상운송,항만화물하역,보관,창고,물류사업",5050,2150,134.8837209,운송/운수
A099410,동방선기,선박 및 보트 건조업,"조선기자재, 선박용 배관",5300,2455,115.885947,운송/운수
A007590,동방아그로,"비료, 농약 및 살균, 살충제 제조업","농약(잡초발생전 토양처리형 밭잡초약,부메랑,주움,그라목손) 제조,도매",8300,6390,29.89045383,제조
A005960,동부건설,토목 건설업,"건축공사,토목공사,전기공사,기계설비공사/비금속,철구조물 제조,판매/여객,자동차 운송,항만하역",15750,9490,65.96417281,건설업
A005965,동부건설우,토목 건설업,"건축공사,토목공사,전기공사,기계설비공사/비금속,철구조물 제조,판매/여객,자동차 운송,항만하역",53600,23000,133.0434783,건설업
A026960,동서,음·식료품 및 담배 도매업,"식품 유통, 다류 및 연포장재 제조 등",38400,20750,85.06024096,유통
A002210,동성제약,의약품 제조업,"의약품,화장품 제조,도매",9990,7030,42.10526316,의료/의약
A102260,동성케미컬,회사 본부 및 경영 컨설팅 서비스업,-,5870,3880,51.28865979,서비스/오락/문화
A033500,동성화인텍,기초 화학물질 제조업,초저온 보냉재,13700,9730,40.8016444,화학
A025950,동신건설,토목 건설업,토목,45050,14150,218.3745583,건설업
A000640,동아쏘시오홀딩스,기타 금융업,"의약품(피로회복제/박카스,병원용의약품),비의약품(의료기기,염모제,가글제) 제조,도소매/화장품 생산",118500,93400,26.87366167,금융업
A170900,동아에스티,의약품 제조업,"스티렌, 자이데나",76000,49000,55.10204082,의료/의약
A088130,동아엘텍,특수 목적용 기계 제조업,LCD검사장비,11300,6200,82.25806452,기계
A028100,동아지질,기반조성 및 시설물 축조관련 전문공사업,"보링그라우팅공사,토공사,철근콘크리트공사,상하수도공사,비계구조물해체공사,수중공사/지질조사,시공감리",20700,14400,43.75,건설업
A282690,동아타이어,고무제품 제조업,타이어 및 튜브,14050,10500,33.80952381,제조
A041930,동아화성,고무제품 제조업,자동차용 고무부품,15800,7510,110.3861518,제조
A001520,동양,"시멘트, 석회, 플라스터 및 그 제품 제조업",레미콘/건설공사/산업용 송풍기,1865,966,93.06418219,제조
A084670,동양고속,육상 여객 운송업,고속버스 운송/부동산 임대,22250,14200,56.69014085,운송/운수
A082640,동양생명,보험업,생명보험,7780,5050,54.05940594,서비스/오락/문화
A060380,동양에스텍,1차 철강 제조업,"열연박판, 열연후판, 무늬강판",4145,2175,90.57471264,철강
A001525,동양우,"시멘트, 석회, 플라스터 및 그 제품 제조업",레미콘/건설공사/산업용 송풍기,10900,5610,94.29590018,제조
A079960,동양이엔피,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","휴대폰용,OA기기및통신장비용,디지털가전용전원공급장치",23000,12200,88.52459016,전기/전자
A008970,동양철관,1차 철강 제조업,"수도용 도복장 강관,주물(강관말뚝),가스관 제조/아파트건설",1505,919,63.76496192,철강
A228340,동양파일,"시멘트, 석회, 플라스터 및 그 제품 제조업",PHC파일,5580,2850,95.78947368,제조
A092780,동양피스톤,자동차용 엔진 및 자동차 제조업,자동차엔진용 피스톤,11050,4465,147.4804031,제조
A088910,동우팜투테이블,"도축, 육류 가공 및 저장 처리업","육계,삼계",4030,2530,59.28853755,제조
A094170,동운아나텍,반도체 제조업,아날로그 반도체,11100,5120,116.796875,전기/전자
A049770,동원F&B,기타 식품 제조업,"참치캔,음료,냉동식품 제조,판매",214000,140500,52.31316726,제조
A013120,동원개발,건물 건설업,도급공사,5710,3345,70.70254111,건설업
A018500,동원금속,자동차 신품 부품 제조업,"자동차부품(도어후레임,머플러,임팩트빔),강관 제조,판매",1030,766,34.46475196,제조
A006040,동원산업,어로 어업,"원양어업,수산물가공(참치캔,맛김,어묵,맛살),도소매/음료사업(상쾌한아침)",265000,208500,27.09832134,제조
A030720,동원수산,어로 어업,"원양어업/수산물 제조,가공/참치어류 냉동냉장업",15000,8400,78.57142857,제조
A014820,동원시스템즈,플라스틱제품 제조업,포장용 플라스틱제품 제조 외,65500,45300,44.59161148,제조
A163560,동일고무벨트,고무제품 제조업,"산업용고무제품, 종합고무부품",9010,6060,48.67986799,제조
A032960,동일기연,전자부품 제조업,EMI,16485,9760,68.90368852,전기/전자
A002690,동일제강,1차 철강 제조업,"PC강연선, 경강선, 도금선, 마봉강",5320,2395,122.1294363,철강
A023790,동일철강,1차 철강 제조업,봉강,6320,2215,185.3273138,철강
A005290,동진쎄미켐,기초 화학물질 제조업,"반도체,LCD용재료(감광제,봉지제),발포제",51000,27800,83.45323741,화학
A025900,동화기업,나무제품 제조업,"PB, MDF, 표면재,온돌마루, 창호, 도어 등",113600,57300,98.2547993,제조
A000020,동화약품,의약품 제조업,"의약품 제조,판매,수출입",20050,8250,143.030303,의료/의약
A000150,두산,기타 금융업,"동박적층판 등 제조 및 판매, 유압기기 등 제조 및 판매, 지게차 제조 및 판매, IT 시스템 개발/운영 서비스 등, 연료전지 등",145500,61400,136.970684,금융업
A000157,두산2우B,기타 금융업,"동박적층판 등 제조 및 판매, 유압기기 등 제조 및 판매, 지게차 제조 및 판매, IT 시스템 개발/운영 서비스 등, 연료전지 등",180000,81500,120.8588957,금융업
A241560,두산밥캣,특수 목적용 기계 제조업,"Compact Equipment, Heavy Equipment, Portable Power",44900,28450,57.82073814,기계
A034020,두산에너빌리티,일반 목적용 기계 제조업,"기관,터어빈,선박용엔진,주단조품,제강제품 제조/종합건설",25626,15450,65.86407767,기계
A000155,두산우,기타 금융업,"동박적층판 등 제조 및 판매, 유압기기 등 제조 및 판매, 지게차 제조 및 판매, IT 시스템 개발/운영 서비스 등, 연료전지 등",91100,42250,115.6213018,금융업
A131970,두산테스나,"그외 기타 전문, 과학 및 기술 서비스업",반도체 테스트,51200,22200,130.6306306,전기/전자
A336260,두산퓨얼셀,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",연료전지,56200,28000,100.7142857,전기/전자
A33626K,두산퓨얼셀1우,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",연료전지,16750,8730,91.86712486,전기/전자
A33626L,두산퓨얼셀2우B,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",연료전지,22000,11100,98.1981982,전기/전자
A016740,두올,자동차 신품 부품 제조업,시트 커버 및 시트 원단,5350,2465,117.0385396,제조
A073190,듀오백,가구 제조업,사무용 및 가정용 의자,3245,2140,51.63551402,제조
A030350,드래곤플라이,소프트웨어 개발 및 공급업,온라인게임,4615,1200,284.5833333,IT
A203650,드림시큐리티,소프트웨어 개발 및 공급업,정보보안솔루션,4870,2560,90.234375,IT
A223250,드림씨아이에스,자연과학 및 공학 연구개발업,시판후조사대행(rPMS),14700,9910,48.33501514,의료/의약
A060570,드림어스컴퍼니,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",온라인 음악 서비스,6290,2760,127.8985507,서비스/오락/문화
A192650,드림텍,전자부품 제조업,"모바일 PBA, 지문인식 모듈, 전장 LED 모듈 등",12400,9050,37.01657459,전기/전자
A217620,디딤,음식점업,"직영음식점, 축산물가공, 프랜차이즈",1950,991,96.77093845,유통
A187870,디바이스이엔지,특수 목적용 기계 제조업,OLED용 FM MASK 세정장비,31200,14450,115.916955,기계
A066670,디스플레이텍,전자부품 제조업,LCD Module,10200,4625,120.5405405,전기/전자
